lat,lon
55.7106364816022,13.201312218005995
55.71327884305762,13.209556631100131
55.718084569351035,13.199631131551797
55.69745237393962,13.214534336986544
55.7103790347218,13.199893390927196
55.723957975605614,13.15906773706581
55.68718405146295,13.167597268328091
55.685995644081444,13.170560826722667
55.69003900784059,13.164382399011597
55.708100821012316,13.218441066018862
55.727325801110254,13.194447015114985
55.68167237625994,13.225687283561014
55.731494206648115,13.214811408524625
55.73404054764173,13.234002476597253
55.69314422002775,13.156677824925188
55.70677935935706,13.203631742989279
55.69940803972619,13.19406037142504
55.709997408682746,13.262903460086845
55.681252922384424,13.206713437294333
55.698201926948286,13.21433003253149
55.71177961113329,13.15567218301808
55.74084824558818,13.242494288748977
55.70899987545321,13.215919364651167
55.72965501470678,13.247303129929463
55.71598883590601,13.235388193078547
55.70317163390473,13.21722135173385
55.68578490307632,13.202026314959047
55.673208631038364,13.190004665582856
55.71152642416772,13.272612734580258
55.70704010239225,13.274020288107549
55.74171103812455,13.237400658324683
55.67233824685688,13.209852363637696
55.70874597281468,13.199891227864091
55.67040337140457,13.232126299300882
55.71413714481878,13.280263981794546
55.70515432879438,13.191777328138256
55.71302437844258,13.187994240871525
55.712258767382714,13.200489081782536
55.70860268900005,13.19339331599849
55.74877070936989,13.202336360507367
55.695819220567664,13.195191283879758
55.71419628258943,13.184528620462569
55.710923904999916,13.20883945124675
55.712537622444884,13.20135131267195
55.74402058888795,13.164689542755408
55.721420381123245,13.166669366170142
55.71189559940351,13.200454325471307
55.716080091832,13.238282654227342
55.70462715832868,13.19631848222681
55.70584334638256,13.257496367918689
55.71923464483841,13.247081691419687
55.709848788977766,13.196264178739316
55.71706891766456,13.193636759806187
55.753194110512986,13.196685961066722
55.70216885694912,13.185424046269098
55.735106749290324,13.199311773812253
55.70387714885238,13.194894335149607
55.68794266687323,13.251542034786395
55.69244697928814,13.239101280294065
55.680416516793585,13.14790789678023
55.74025635193539,13.158824615021189
55.683925779908016,13.225939771595584
55.696343970370556,13.177179409494899
55.70687570521534,13.2325971026719
55.683403961120945,13.221269732306531
55.702215917677606,13.219780320319984
55.71365783588418,13.180605992419999
55.69088190434743,13.263342547825326
55.672650851798934,13.205472630842056
55.74297514879145,13.162721022635898
55.69407308096233,13.25757335962075
55.70438920885734,13.206690508728434
55.725308266134675,13.237095296966435
55.67711625228565,13.201644252596708
55.754707808183696,13.190080182908462
55.74480179199939,13.186914598670011
55.71151361371688,13.215791907550608
55.671466325419125,13.188645840354457
55.703822944918066,13.222641329704112
55.70798421856207,13.197872590034699
55.71197441920454,13.19841992385633
55.70134519408295,13.25111890661791
55.69041750599245,13.172653764684377
55.710057239996026,13.205552681408713
55.71069158948842,13.20270011486541
55.73933151215085,13.167704556621953
55.71068949425643,13.201382640638048
55.716426032164435,13.170309076493506
55.715330306361246,13.194748051134072
55.713778412430464,13.241444876907247
55.709852519104636,13.202604173049666
55.725988513762104,13.239681524728574
55.748165198467476,13.185241008407942
55.70878147031685,13.26262560092096
55.728104359626016,13.184796256128518
55.6954691112475,13.233977309922858
55.71355618677452,13.193070407960484
55.71407599327674,13.21629499914888
55.7282114906343,13.132695542539391
55.711331686872235,13.194077561376053
55.736550252224056,13.21275513230181
55.70243387473836,13.204658549188835
55.710419945465894,13.201355176399906
55.751552448336234,13.205089790279025
55.69356684068064,13.223976176128293
55.68831314538019,13.201950777644317
55.70181417115017,13.179788214436275
55.682346760765725,13.162501957571441
55.683101235564166,13.215137951809409
55.71092179856373,13.138654259093268
55.734018959740524,13.139161877683161
55.71677926271639,13.248511300346934
55.72011638071492,13.21787337251761
55.70901582650314,13.192364584668978
55.7136358575278,13.140687442690787
55.747452100243876,13.1595187796741
55.72796864406184,13.208204235845576
55.72340989637768,13.228534149723156
55.71371695951948,13.208356831796479
55.67806279782599,13.198124960942772
55.70077270831218,13.14926113468405
55.70242880145072,13.228618488608335
55.71097697795228,13.203165474951888
55.70852242399571,13.21530220978686
55.71887236050495,13.192394748231894
55.666050394701905,13.20943905663035
55.71389279351681,13.205449488897068
55.705057534929786,13.203529506760681
55.72947016636678,13.221503625022436
55.71279269956952,13.195063573446898
55.69782310053544,13.206946093006596
55.697014384027355,13.144036004552293
55.709479668170715,13.203600661530544
55.70941808219887,13.131991056210637
55.73166899638746,13.160747427013685
55.68656543493894,13.233849321941564
55.71010869020286,13.200243549793086
55.733037580860874,13.194471251499143
55.721401437189584,13.176923812661991
55.73070404372971,13.239590389375843
55.725957697395515,13.217764769801004
55.73260270244508,13.250964954955625
55.723727493588754,13.189825093626283
55.714213877425344,13.18211902457864
55.71779899963212,13.212765346929292
55.697304589424796,13.230084423915592
55.716222311870624,13.175612550836803
55.7180781081122,13.181872977430729
55.67331067792475,13.232752940736049
55.727429990517464,13.240839242726244
55.70762591483499,13.187519703315376
55.710331418195786,13.153175483564365
55.69232248591184,13.241885159873013
55.715967257710346,13.226340590520454
55.697030911831,13.189749561198155
55.70315787329443,13.194164699167642
55.706893468853835,13.176478443791027
55.706296797069484,13.267245303812727
55.70882732712516,13.211505402749378
