lat,lon
58.405713456330425,13.809940704993073
58.40667041958518,13.88931298101413
58.380359920378396,13.840506271353954
58.39662938138452,13.880768071317666
58.35538259132378,13.850264798305819
58.36738686363276,13.846053995607193
58.36600062244866,13.917765031108182
58.392388014572774,13.817555837269527
58.43215874377836,13.840379960509754
58.394323441468714,13.861384457963494
58.3561076762607,13.886588251556987
58.399083358053346,13.857518086272938
58.39125812359566,13.90689005646443
58.39456033328121,13.821490503335138
58.38222817520828,13.849944464993161
58.38329622524341,13.859138336610345
58.41664588878109,13.79279186574976
58.386888918237844,13.855498184367177
58.4168258499189,13.780968144104973
58.39240731555228,13.863824022169847
58.40018942333758,13.851219586595388
58.40850449323929,13.821375878341646
58.4190733013811,13.89711147363762
58.39526904454696,13.852394913247428
58.39246293544509,13.815593194785396
58.39567365121013,13.848432358507097
58.39264702374216,13.852049575309968
58.354954237567256,13.825162597176478
58.410415509990585,13.849667880827786
58.39748261143625,13.771034819945113
58.393152963480915,13.793183244877316
58.38529838998429,13.872073587882614
58.409465736523714,13.811422775012431
58.39292994086126,13.856152518826917
58.39436614791039,13.821291814907976
58.38667135924645,13.860130702742648
58.415849237804586,13.88994991358968
58.379265618631955,13.916567697446292
58.40028522569523,13.884391960488848
58.396613221985,13.921471331316996
58.39554829227915,13.840876613106323
58.39434132297115,13.79078364495644
58.423752867815466,13.794939454076948
58.400058549340315,13.88075950899984
58.421378381396906,13.821984755740823
58.39428303602996,13.853631064423087
58.385189961727875,13.905752925902416
58.39356124464456,13.906978397499298
58.394461369620736,13.853457928923877
58.3941545544885,13.896109123691325
58.36081669926967,13.814155552650456
58.42275604958183,13.874045987431105
58.412569894078146,13.841857137563107
58.38984874315189,13.833841615382093
58.424613347009085,13.828262848638403
58.398904603934014,13.90490082677146
58.39503646476273,13.862313531900178
58.38263879804833,13.901859573199587
58.38851131918531,13.853878008903996
58.39982077728336,13.811696566934579
58.378527064391065,13.801023429492364
58.39374185598521,13.819544025372847
58.364910865427454,13.80173053944686
58.38105379454737,13.815526200472599
58.390347582358956,13.857250699107006
58.36686998110962,13.918629638145218
58.383949290242455,13.840204402739566
58.367847781250894,13.809721308490392
58.386071132562684,13.869156101524652
58.37129192370768,13.92069854212721
58.39413513208108,13.847555219364159
58.36625376152207,13.805653809120535
58.388973870003475,13.867256659708405
58.36299905717308,13.896092723157622
58.39859332593166,13.846934109659921
58.4148797388936,13.809849559789857
58.40852777027003,13.778141470196397
58.39688241097696,13.858264250984728
58.40558892724696,13.85973882717875
58.40142281912834,13.88210577758158
58.38032686458799,13.92564449056845
58.42019513769172,13.86588244916267
58.35669273436538,13.873677319488587
58.38650905510694,13.908642584501017
58.40456522483573,13.854944353799494
58.388362171815416,13.868348694740094
58.37798309279794,13.802302022552677
58.39954918364962,13.85482012244365
58.37937467317908,13.910066305744083
58.39452015712489,13.838122188979638
58.413097223482424,13.826931374892037
58.39831551913951,13.801484121794276
58.412954172765005,13.835638010682269
58.36428338852142,13.835683429112073
58.40824961579547,13.891440087633615
58.37896660615853,13.860013270542437
58.42090770962468,13.899379063754436
58.38759917996974,13.818288213102257
58.40014007375337,13.892833143509485
58.392888259910606,13.85437382520951
58.378539752000854,13.845350952137403
58.394441104376035,13.9182991697007
58.38414871476461,13.886712430248442
58.377364122250256,13.891605813950061
58.402441143641084,13.845611013745188
58.37760713043631,13.85531589848988
